case_id,damage_present,notch_x,notch_depth,notch_width,length,density,youngs_modulus
0001,y,1.7637818992535228,0.0007384168234037193,0.0009642590381349578,3.0,2700.0,70000000000.0
0002,y,1.6885962731123376,0.00041358733978168525,0.0008337802568866594,3.0,2697.5703166383864,69922499006.68167
0003,y,1.6944372285656626,0.0002982090354208457,0.0005559845834009482,3.0,2700.0,70000000000.0
0004,y,1.671241335754015,0.0006044380296365113,0.000651342641871109,3.0,2700.0,70000000000.0
0005,y,1.7551243402210899,0.0008376585758009376,0.0010818707396881655,3.0,2700.0,70000000000.0
0006,y,1.7141478298559494,0.0009166812281947625,0.0007771633503047568,3.0,2699.156755652601,69868343221.44266
0007,y,1.6550199792978224,0.000660525034013169,0.0002144350580984348,3.0,2700.0,70000000000.0
0008,y,1.7771138466628082,0.0007754395296340765,0.0005602927794424263,3.0,2700.0,70000000000.0
0009,y,1.7728185431171608,0.0009520804193822206,0.0009164434482650044,3.0,2696.7474466274157,70041967642.57826
0010,y,1.8293345253065418,0.0007276856576189868,0.0010224774358572216,3.0,2700.0,70000000000.0
0011,y,1.7035366341630114,0.0009854873540134869,0.0008823598684341338,3.0,2700.0,70000000000.0
0012,y,1.7710324465534615,0.0007979566628308628,0.00048152635841678797,3.0,2700.0,70000000000.0
0013,y,1.8139914034589046,0.000932864426106611,0.00033417332860073375,3.0,2700.0,70000000000.0
0014,y,1.8304627277827077,0.000453442721216915,0.00017640089973893966,3.0,2703.302847919794,70055479030.59671
0015,y,1.6584208669422933,0.00014031450037926938,0.0007080752369744212,3.0,2700.0,70000000000.0
0016,y,1.697322294188218,0.0009641878243145473,0.0007363806514279455,3.0,2700.0,70000000000.0
0017,y,1.679591138563009,0.0004879037127458603,0.000903001682954623,3.0,2700.0,70000000000.0
0018,y,1.7359277904862511,0.00010319613433746793,0.0004544777342958127,3.0,2700.0,70000000000.0
0019,y,1.7609727511078106,0.0008682890645346705,0.00040325321078179703,3.0,2695.6445368698014,70097298422.57729
0020,y,1.8337842973922087,0.0003379030450280852,0.00039123361531850714,3.0,2700.0,70000000000.0
0021,y,1.736950317731932,0.000152933556907853,0.0001629706713811782,3.0,2700.0,70000000000.0
0022,y,1.8181089201134615,0.0007054792251999912,0.0002365177109879367,3.0,2700.0,70000000000.0
0023,y,1.7402963917317513,0.00044044074852906084,0.0006861016730329211,3.0,2700.0,70000000000.0
0024,y,1.725582569209149,0.0006967812299077072,0.0011191769748650482,3.0,2700.0,70000000000.0
0025,y,1.7484589007289744,0.0005914909077120199,0.001143931116402367,3.0,2700.0,70000000000.0
0026,y,1.801467825259067,0.0008305960936334997,0.0006928648638966736,3.0,2700.0,70000000000.0
0027,y,1.7071196196737706,0.0005082415268634038,0.0011511542517606646,3.0,2700.0,70000000000.0
0028,y,1.7799740663013224,0.0005227896942300095,0.00029860549646835874,3.0,2700.0,70000000000.0
0029,y,1.7992314852460463,0.00021864928208836538,0.0004900900785723985,3.0,2700.0,70000000000.0
0030,y,1.8250566703554083,0.000232580923314496,0.0010074808457897714,3.0,2700.0,70000000000.0
0031,y,1.702307191823482,0.00023955519437383394,0.0005868204682811428,3.0,2700.0,70000000000.0
0032,y,1.6865339193012756,0.0009054773186627818,0.0002534448191261537,3.0,2697.0613013770367,69941028629.8086
0033,y,1.752958531958164,0.0006836852512102585,0.0009595032251277905,3.0,2697.114141572699,69888280400.23473
0034,y,1.7209816087119423,0.0008513712896393859,0.00019717203588013625,3.0,2700.0,70000000000.0
0035,y,1.7864312922829304,0.0004154623543397841,0.0010390562334272936,3.0,2700.0,70000000000.0
0036,y,1.7096540479293705,0.0007682595774678432,0.00013167557136617208,3.0,2700.0,70000000000.0
0037,y,1.732642553930837,0.00037146096405184237,0.001063310768019717,3.0,2700.0,70000000000.0
0038,y,1.8107562038495344,0.0005754106506377402,0.000822714307902732,3.0,2700.0,70000000000.0
0039,y,1.7595500687714667,0.0007471507857386144,0.0008560938086196877,3.0,2700.0,70000000000.0
0040,y,1.8061796200828812,0.00036351860440337344,0.0008034993379204552,3.0,2700.0,70000000000.0
0041,y,1.8156379711271131,0.00046525230097667765,0.0011984518541124352,3.0,2700.0,70000000000.0
0042,y,1.668328981003452,0.0005493757873920716,0.00042094350164718377,3.0,2700.0,70000000000.0
0043,y,1.7832215853427962,0.0005028321371670093,0.0006481042789250865,3.0,2700.0,70000000000.0
0044,y,1.743227272207264,0.0006374411054719467,0.0009813727978297585,3.0,2700.0,70000000000.0
0045,y,1.6738637988952372,0.0006497969529319775,0.00036416654932284066,3.0,2700.0,70000000000.0
0046,y,1.6936478749890604,0.00026562161180137834,0.0005128244369893801,3.0,2700.0,70000000000.0
0047,y,1.790905415397795,0.00032375905000116344,0.0009344112639346337,3.0,2700.0,70000000000.0
0048,y,1.6650863672336973,0.00016093260317537526,0.0006211849857064386,3.0,2700.0,70000000000.0
0049,y,1.794854973640145,0.0002009953650536216,0.0011755879017153865,3.0,2700.0,70000000000.0
0050,y,1.788679304919211,0.0009784163280954243,0.0004479371118688605,3.0,2700.0,70000000000.0
0051,y,1.715357352695347,0.0002515575884224035,0.0007940954333683589,3.0,2700.0,70000000000.0
0052,y,1.719195324300324,0.00029337136388296836,0.0007476755982942701,3.0,2700.0,70000000000.0
0053,y,1.8225849447520857,0.00018010866047962147,0.00030667176540474046,3.0,2700.0,70000000000.0
0054,y,1.7668145800660484,0.0003983838858106615,0.00026653978283914387,3.0,2698.006892919038,69934967445.2732
0055,y,1.6839721877941338,0.0006244388116573573,0.0003464943713944894,3.0,2700.0,70000000000.0
0056,y,1.8042143844436815,0.0003425531538530138,0.0005985153896788211,3.0,2700.0,70000000000.0
0057,y,1.6625932976733182,0.00011570650907395383,0.0001496665063007645,3.0,2700.0,70000000000.0
0058,n,0.0,0.0,0.0,3.0,2700.0,70000000000.0
0059,n,0.0,0.0,0.0,3.0,2700.0,70000000000.0
0060,n,0.0,0.0,0.0,3.0,2700.0,70000000000.0
